HumanGeneID,Symbol,Description,MitoCarta3.0_MitoPathways
25915,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
388962,BOLA3,bolA family member 3,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins
132299,OCIAD2,OCIA domain containing 2,Signaling
55316,RSAD1,radical S-adenosyl methionine domain containing 1,Metabolism > Metals and cofactors > Fe-S-containing proteins
84303,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex
22868,FASTKD2,FAST kinase domains 2,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
8799,PEX11B,peroxisomal biogenesis factor 11 beta,0
25880,TMEM186,transmembrane protein 186,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
80119,PIF1,PIF1 5'-to-3' DNA helicase,Mitochondrial central dogma > mtDNA maintenance
2168,FABP1,fatty acid binding protein 1,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Lipid metabolism
215,ABCD1,ATP binding cassette subfamily D member 1,Small molecule transport > ABC transporters
11212,PLPBP,pyridoxal phosphate binding protein,Metabolism > Vitamin metabolism > Vitamin B6 metabolism
1622,DBI,"diazepam binding inhibitor, acyl-CoA binding protein",Metabolism > Lipid metabolism
87178,PNPT1,polyribonucleotide nucleotidyltransferase 1,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
116447,TOP1MT,DNA topoisomerase I mitochondrial,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription
246243,RNASEH1,ribonuclease H1,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
10350,ABCA9,ATP binding cassette subfamily A member 9,Small molecule transport > ABC transporters
6342,SCP2,sterol carrier protein 2,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"
51559,NT5DC3,5'-nucleotidase domain containing 3,0
100272147,CMC4,C-X9-C motif containing 4,0
3945,LDHB,lactate dehydrogenase B,Metabolism > Amino acid metabolism > Glyoxylate metabolism
54059,YBEY,ybeY metalloendoribonuclease,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
3094,HINT1,histidine triad nucleotide binding protein 1,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
79594,MUL1,mitochondrial E3 ubiquitin protein ligase 1,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Fission | Signaling"
7084,TK2,thymidine kinase 2,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
79814,AGMAT,agmatinase,Metabolism > Amino acid metabolism
129607,CMPK2,cytidine/uridine monophosphate kinase 2,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
637,BID,BH3 interacting domain death agonist,Mitochondrial dynamics and surveillance > Apoptosis
402,ARL2,ADP ribosylation factor like GTPase 2,Mitochondrial dynamics and surveillance > Fusion
55333,SYNJ2BP,synaptojanin 2 binding protein,Mitochondrial dynamics and surveillance > Organelle contact sites
56947,MFF,mitochondrial fission factor,Mitochondrial dynamics and surveillance > Fission
51181,DCXR,dicarbonyl and L-xylulose reductase,Metabolism > Carbohydrate metabolism
53343,NUDT9,nudix hydrolase 9,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
23600,AMACR,alpha-methylacyl-CoA racemase,Metabolism > Lipid metabolism > Fatty acid oxidation
55187,VPS13D,vacuolar protein sorting 13 homolog D,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
11162,NUDT6,nudix hydrolase 6,0
55101,DMAC2,distal membrane arm assembly complex 2,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
29960,MRM2,mitochondrial rRNA methyltransferase 2,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
578,BAK1,BCL2 antagonist/killer 1,Mitochondrial dynamics and surveillance > Apoptosis
1723,DHODH,dihydroorotate dehydrogenase (quinone),"Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other"
4129,MAOB,monoamine oxidase B,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism
4259,MGST3,microsomal glutathione S-transferase 3,Metabolism > Lipid metabolism > Eicosanoid metabolism
51205,ACP6,"acid phosphatase 6, lysophosphatidic",Metabolism > Lipid metabolism > Phospholipid metabolism
51642,MRPL48,mitochondrial ribosomal protein L48,Mitochondrial central dogma > Translation > Mitochondrial ribosome
189,AGXT,alanine--glyoxylate and serine--pyruvate aminotransferase,Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism
1727,CYB5R3,cytochrome b5 reductase 3,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism
55794,DDX28,DEAD-box helicase 28,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
25953,PNKD,PNKD metallo-beta-lactamase domain containing,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
286097,MICU3,mitochondrial calcium uptake family member 3,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter
664,BNIP3,BCL2 interacting protein 3,Mitochondrial dynamics and surveillance > Apoptosis
345778,MTX3,metaxin 3,Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions
4595,MUTYH,mutY DNA glycosylase,Mitochondrial central dogma > mtDNA maintenance
8225,GTPBP6,GTP binding protein 6 (putative),0
1583,CYP11A1,cytochrome P450 family 11 subfamily A member 1,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"
54940,OCIAD1,OCIA domain containing 1,0
79828,METTL8,methyltransferase like 8,Mitochondrial central dogma > mtRNA metabolism
389203,SMIM20,small integral membrane protein 20,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
84881,RPUSD4,RNA pseudouridine synthase D4,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
57150,SMIM8,small integral membrane protein 8,0
10201,NME6,NME/NM23 nucleoside diphosphate kinase 6,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
23770,FKBP8,FKBP prolyl isomerase 8,Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
341392,ACSM4,acyl-CoA synthetase medium chain family member 4,Metabolism > Lipid metabolism > Fatty acid oxidation
79671,NLRX1,NLR family member X1,Signaling > Immune response
55572,FOXRED1,FAD dependent oxidoreductase domain containing 1,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
64216,TFB2M,"transcription factor B2, mitochondrial",Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription
152926,PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent 1K",Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex
517,ATP5MC2,ATP synthase membrane subunit c locus 2,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
6901,TAZ,tafazzin,Metabolism > Lipid metabolism > Cardiolipin synthesis
253827,MSRB3,methionine sulfoxide reductase B3,Metabolism > Detoxification > ROS and glutathione metabolism
26027,ACOT11,acyl-CoA thioesterase 11,Metabolism > Lipid metabolism > Fatty acid oxidation
55335,NIPSNAP3B,nipsnap homolog 3B,0
4913,NTHL1,nth like DNA glycosylase 1,Metabolism > Metals and cofactors > Fe-S-containing proteins
54708,MARCHF5,membrane associated ring-CH-type finger 5,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
119559,SFXN4,sideroflexin 4,Small molecule transport > Sideroflexins
57570,TRMT5,tRNA methyltransferase 5,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
293,SLC25A6,solute carrier family 25 member 6,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family
147407,SLC25A52,solute carrier family 25 member 52,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Small molecule transport > SLC25A family
4968,OGG1,8-oxoguanine DNA glycosylase,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
730249,ACOD1,aconitate decarboxylase 1,Metabolism > Carbohydrate metabolism > Itaconate metabolism | Signaling > Immune response
81890,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
84883,AIFM2,apoptosis inducing factor mitochondria associated 2,Metabolism > Detoxification > ROS and glutathione metabolism | Mitochondrial dynamics and surveillance > Apoptosis
7001,PRDX2,peroxiredoxin 2,Metabolism > Detoxification > ROS and glutathione metabolism
26235,FBXL4,F-box and leucine rich repeat protein 4,0
57678,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial",Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
27109,DMAC2L,distal membrane arm assembly complex 2 like,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
55177,RMDN3,regulator of microtubule dynamics 3,Mitochondrial dynamics and surveillance > Organelle contact sites
84293,PRXL2A,peroxiredoxin like 2A,Metabolism > Detoxification > ROS and glutathione metabolism
84833,ATP5MD,ATP synthase membrane subunit DAPIT,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation
100303755,PET117,PET117 cytochrome c oxidase chaperone,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
4128,MAOA,monoamine oxidase A,Metabolism > Amino acid metabolism > Catechol metabolism | Metabolism > Detoxification > Xenobiotic metabolism
145853,C15orf61,chromosome 15 open reading frame 61,0
10721,POLQ,DNA polymerase theta,Mitochondrial central dogma > mtDNA maintenance
83875,BCO2,beta-carotene oxygenase 2,Metabolism > Vitamin metabolism > Vitamin A metabolism
3429,IFI27,interferon alpha inducible protein 27,Signaling > Immune response | Mitochondrial dynamics and surveillance > Apoptosis
1429,CRYZ,crystallin zeta,0
5831,PYCR1,pyrroline-5-carboxylate reductase 1,Metabolism > Amino acid metabolism > Proline metabolism
55217,TMLHE,"trimethyllysine hydroxylase, epsilon",Metabolism > Metals and cofactors > Carnitine synthesis and transport
9804,TOMM20,translocase of outer mitochondrial membrane 20,"Protein import, sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance"
79693,YRDC,yrdC N6-threonylcarbamoyltransferase domain containing,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
65260,COA7,cytochrome c oxidase assembly factor 7 (putative),OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
10202,DHRS2,dehydrogenase/reductase 2,Metabolism > Detoxification > Xenobiotic metabolism
166785,MMAA,metabolism of cobalamin associated A,Metabolism > Vitamin metabolism > Vitamin B12 metabolism
54471,MIEF1,mitochondrial elongation factor 1,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly | Mitochondrial dynamics and surveillance > Fission
84419,C15orf48,chromosome 15 open reading frame 48,0
3980,LIG3,DNA ligase 3,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
665,BNIP3L,BCL2 interacting protein 3 like,Mitochondrial dynamics and surveillance > Apoptosis
60493,FASTKD5,FAST kinase domains 5,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
11315,PARK7,Parkinsonism associated deglycase,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy"
55744,COA1,cytochrome c oxidase assembly factor 1 homolog,OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
170712,COX7B2,cytochrome c oxidase subunit 7B2,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
23409,SIRT4,sirtuin 4,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
84300,UQCC2,ubiquinol-cytochrome c reductase complex assembly factor 2,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors
84749,USP30,ubiquitin specific peptidase 30,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy"
201626,PDE12,phosphodiesterase 12,Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
4832,NME3,NME/NM23 nucleoside diphosphate kinase 3,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
22907,DHX30,DExH-box helicase 30,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
10922,FASTK,Fas activated serine/threonine kinase,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
196074,METTL15,methyltransferase like 15,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
1591,CYP24A1,cytochrome P450 family 24 subfamily A member 1,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism
25819,NOCT,nocturnin,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
80025,PANK2,pantothenate kinase 2,Metabolism > Metals and cofactors > Coenzyme A metabolism
763,CA5A,carbonic anhydrase 5A,Metabolism > Amino acid metabolism > Urea cycle
64943,NT5DC2,5'-nucleotidase domain containing 2,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
83858,ATAD3B,ATPase family AAA domain containing 3B,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions
26995,TRUB2,TruB pseudouridine synthase family member 2,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
5566,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,Signaling > cAMP-PKA signaling
118881,COMTD1,catechol-O-methyltransferase domain containing 1,0
126129,CPT1C,carnitine palmitoyltransferase 1C,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle
285315,C3orf33,chromosome 3 open reading frame 33,0
84895,MIGA2,mitoguardin 2,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites
27044,SND1,staphylococcal nuclease and tudor domain containing 1,0
2747,GLUD2,glutamate dehydrogenase 2,Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > GABA metabolism
84842,HPDL,4-hydroxyphenylpyruvate dioxygenase like,0
90806,ANGEL2,angel homolog 2,Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications
65990,ANTKMT,adenine nucleotide translocase lysine methyltransferase,Metabolism > Nucleotide metabolism
790955,UQCC3,ubiquinol-cytochrome c reductase complex assembly factor 3,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors
10549,PRDX4,peroxiredoxin 4,Metabolism > Detoxification > ROS and glutathione metabolism
51654,CDK5RAP1,CDK5 regulatory subunit associated protein 1,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
10606,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
84709,MGARP,mitochondria localized glutamic acid rich protein,Mitochondrial dynamics and surveillance > Trafficking
81932,HDHD3,haloacid dehalogenase like hydrolase domain containing 3,0
1585,CYP11B2,cytochrome P450 family 11 subfamily B member 2,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"
56895,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
81554,RCC1L,RCC1 like,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
222234,FAM185A,family with sequence similarity 185 member A,0
5366,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,Mitochondrial dynamics and surveillance > Apoptosis
11022,TDRKH,tudor and KH domain containing,0
80024,SLC8B1,solute carrier family 8 member B1,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport
1594,CYP27B1,cytochrome P450 family 27 subfamily B member 1,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism
11232,POLG2,"DNA polymerase gamma 2, accessory subunit",Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid
284486,THEM5,thioesterase superfamily member 5,Metabolism > Lipid metabolism
638,BIK,BCL2 interacting killer,Mitochondrial dynamics and surveillance > Apoptosis
7978,MTERF1,mitochondrial transcription termination factor 1,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtRNA metabolism > Transcription
113115,MTFR2,mitochondrial fission regulator 2,Mitochondrial dynamics and surveillance > Fission
2879,GPX4,glutathione peroxidase 4,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins
387990,TOMM20L,translocase of outer mitochondrial membrane 20 like,"Protein import, sorting and homeostasis > Protein import and sorting"
1312,COMT,catechol-O-methyltransferase,Metabolism > Amino acid metabolism > Catechol metabolism
60314,MYG1,MYG1 exonuclease,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications
64847,SPATA20,spermatogenesis associated 20,0
64064,OXCT2,3-oxoacid CoA-transferase 2,Metabolism > Carbohydrate metabolism > Ketone metabolism
133957,CCDC127,coiled-coil domain containing 127,0
1407,CRY1,cryptochrome circadian regulator 1,0
348158,ACSM2B,acyl-CoA synthetase medium chain family member 2B,Metabolism > Lipid metabolism > Fatty acid oxidation
80179,MYO19,myosin XIX,Mitochondrial dynamics and surveillance > Trafficking
92667,MGME1,mitochondrial genome maintenance exonuclease 1,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay
5414,SEPTIN4,septin 4,Mitochondrial dynamics and surveillance > Apoptosis
80303,EFHD1,EF-hand domain family member D1,Signaling > Calcium homeostasis > EF hand proteins
55969,RAB5IF,RAB5 interacting factor,OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly
328,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
9517,SPTLC2,serine palmitoyltransferase long chain base subunit 2,Metabolism > Lipid metabolism > Phospholipid metabolism
90871,DMAC1,distal membrane arm assembly complex 1,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
134145,ATPSCKMT,ATP synthase c subunit lysine N-methyltransferase,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors
129807,NEU4,neuraminidase 4,Metabolism > Carbohydrate metabolism
842,CASP9,caspase 9,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis"
55750,AGK,acylglycerol kinase,"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway | Metabolism > Lipid metabolism > Phospholipid metabolism"
4170,MCL1,"MCL1 apoptosis regulator, BCL2 family member",Mitochondrial dynamics and surveillance > Apoptosis
54920,DUS2,dihydrouridine synthase 2,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
201164,PLD6,phospholipase D family member 6,Metabolism > Lipid metabolism > Cardiolipin synthesis | Mitochondrial dynamics and surveillance > Fusion
10953,TOMM34,translocase of outer mitochondrial membrane 34,"Protein import, sorting and homeostasis > Protein import and sorting > TOM"
9692,PRORP,protein only RNase P catalytic subunit,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing
57048,PLSCR3,phospholipid scramblase 3,Metabolism > Lipid metabolism > Cardiolipin synthesis
1159,CKMT1B,"creatine kinase, mitochondrial 1B",Metabolism > Nucleotide metabolism > Creatine metabolism
4707,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
100526740,ATP5MF-PTCD1,ATP5MF-PTCD1 readthrough,0
841,CASP8,caspase 8,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Apoptosis"
598,BCL2L1,BCL2 like 1,Mitochondrial dynamics and surveillance > Apoptosis
55218,EXD2,exonuclease 3'-5' domain containing 2,Mitochondrial central dogma > Translation
83787,ARMC10,armadillo repeat containing 10,Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Trafficking
125170,MIEF2,mitochondrial elongation factor 2,Mitochondrial dynamics and surveillance > Fission
54974,THG1L,tRNA-histidine guanylyltransferase 1 like,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
64083,GOLPH3,golgi phosphoprotein 3,0
9581,PREPL,prolyl endopeptidase like,0
79072,FASTKD3,FAST kinase domains 3,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
84902,CEP89,centrosomal protein 89,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
150763,GPAT2,"glycerol-3-phosphate acyltransferase 2, mitochondrial",Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
4077,NBR1,NBR1 autophagy cargo receptor,Mitochondrial dynamics and surveillance > Autophagy
666,BOK,BCL2 family apoptosis regulator BOK,Mitochondrial dynamics and surveillance > Apoptosis
60681,FKBP10,FKBP prolyl isomerase 10,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"
133383,SETD9,SET domain containing 9,0
1584,CYP11B1,cytochrome P450 family 11 subfamily B member 1,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"
751071,CSKMT,citrate synthase lysine methyltransferase,Signaling
374986,MIGA1,mitoguardin 1,Mitochondrial dynamics and surveillance > Fusion
22934,RPIA,ribose 5-phosphate isomerase A,Metabolism > Carbohydrate metabolism
27113,BBC3,BCL2 binding component 3,Mitochondrial dynamics and surveillance > Apoptosis
572,BAD,BCL2 associated agonist of cell death,Mitochondrial dynamics and surveillance > Apoptosis
596,BCL2,BCL2 apoptosis regulator,Mitochondrial dynamics and surveillance > Apoptosis
597,BCL2A1,BCL2 related protein A1,Mitochondrial dynamics and surveillance > Apoptosis
599,BCL2L2,BCL2 like 2,Mitochondrial dynamics and surveillance > Apoptosis
836,CASP3,caspase 3,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis"
1760,DMPK,DM1 protein kinase,0
1763,DNA2,DNA replication helicase/nuclease 2,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Metabolism > Metals and cofactors > Fe-S-containing proteins
5071,PRKN,parkin RBR E3 ubiquitin protein ligase,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
8846,ALKBH1,"alkB homolog 1, histone H2A dioxygenase",Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
9463,PICK1,protein interacting with PRKCA 1,0
10017,BCL2L10,BCL2 like 10,Mitochondrial dynamics and surveillance > Apoptosis
11216,AKAP10,A-kinase anchoring protein 10,Signaling > cAMP-PKA signaling
51657,STYXL1,serine/threonine/tyrosine interacting like 1,Mitochondrial dynamics and surveillance > Apoptosis
54888,NSUN2,NOP2/Sun RNA methyltransferase 2,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
55811,ADCY10,adenylate cyclase 10,Signaling > cAMP-PKA signaling
56848,SPHK2,sphingosine kinase 2,Metabolism > Lipid metabolism > Phospholipid metabolism | Mitochondrial dynamics and surveillance > Apoptosis
63899,NSUN3,NOP2/Sun RNA methyltransferase 3,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
140886,PABPC5,poly(A) binding protein cytoplasmic 5,0
167681,PRSS35,serine protease 35,"Protein import, sorting and homeostasis > Protein homeostasis"
201973,PRIMPOL,primase and DNA directed polymerase,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
84947,SERAC1,serine active site containing 1,Metabolism > Lipid metabolism > Phospholipid metabolism
55014,STX17,syntaxin 17,Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Autophagy
55006,TRMT61B,tRNA methyltransferase 61B,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
5138,PDE2A,phosphodiesterase 2A,Signaling > cAMP-PKA signaling
55848,PLGRKT,plasminogen receptor with a C-terminal lysine,0
254013,ETFBKMT,electron transfer flavoprotein subunit beta lysine methyltransferase,"Metabolism > Electron carriers > Q-linked reactions, other"
79680,RTL10,retrotransposon Gag like 10,Mitochondrial dynamics and surveillance > Apoptosis
10018,BCL2L11,BCL2 like 11,Mitochondrial dynamics and surveillance > Apoptosis
56907,SPIRE1,spire type actin nucleation factor 1,Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Organelle contact sites
205327,C2orf69,chromosome 2 open reading frame 69,0
9823,ARMCX2,armadillo repeat containing X-linked 2,0
51309,ARMCX1,armadillo repeat containing X-linked 1,Mitochondrial dynamics and surveillance > Trafficking
5423,POLB,DNA polymerase beta,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
9342,SNAP29,synaptosome associated protein 29,Mitochondrial dynamics and surveillance > Autophagy
51566,ARMCX3,armadillo repeat containing X-linked 3,Mitochondrial dynamics and surveillance > Trafficking
54470,ARMCX6,armadillo repeat containing X-linked 6,0
64863,METTL4,methyltransferase like 4,Mitochondrial central dogma > mtDNA maintenance > mtDNA modifications
80309,SPHKAP,"SPHK1 interactor, AKAP domain containing",Signaling > cAMP-PKA signaling
